YearsCode,Gender,Julia,Education,Age,Rust,SQL,R,YearsCodeProfessional,Python,C,LISP,Blockchain,Clojure,Sexuality,SalaryUSD,Java,Ethnicity,Cplusplus,Background,JavaScript,HTML_CSS
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,no,no,no,Unfavorable,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,yes,no
40,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,22,no,no,no,Unfavorable,no,Bisexual,175000,no,White,no,I am a developer by profession,yes,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,2,no,no,no,Unsure,no,Straight / Heterosexual,232000,yes,White,no,I am a developer by profession,yes,no
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,yes,no,no,Unfavorable,no,Straight / Heterosexual,180000,no,White,yes,I am a developer by profession,no,no
4,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,2,no,no,no,Favorable,no,Gay or Lesbian,93000,no,White,no,I am a developer by profession,yes,yes
43,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,yes,no,36,yes,no,no,Unfavorable,no,Straight / Heterosexual,220000,no,White,no,I am a developer by profession,yes,no
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,8,yes,no,no,Favorable,no,Straight / Heterosexual,170000,yes,White,no,I am a developer by profession,no,no
10,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,2,yes,no,no,Indifferent,no,Straight / Heterosexual,72000,yes,White,no,I am a developer by profession,yes,yes
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,no,no,no,Very unfavorable,no,Straight / Heterosexual,85000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,yes,no,no,Favorable,no,Straight / Heterosexual,175000,yes,White,no,I am a developer by profession,no,no
10,Man,no,Some college/university study without earning a degree,25-34 years old,yes,yes,no,7,no,no,no,Indifferent,no,Bisexual,134000,yes,White,no,I am a developer by profession,yes,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,4,yes,no,no,Unfavorable,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,yes
14,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,yes,9,no,no,no,Unfavorable,no,Straight / Heterosexual,120000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
40,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",55-64 years old,no,no,no,30,yes,yes,no,Unfavorable,no,Straight / Heterosexual,120000,no,White,yes,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
12,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,no,no,no,Very unfavorable,no,Bisexual,110000,no,White,no,I am a developer by profession,yes,yes
10,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,8,no,no,no,Unfavorable,no,Straight / Heterosexual,46000,no,White,no,I am a developer by profession,yes,yes
30,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",55-64 years old,no,no,no,25,no,no,no,Unfavorable,no,Straight / Heterosexual,140000,no,White,no,I am a developer by profession,yes,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,7,no,no,no,Very favorable,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,yes,no
12,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,8,yes,no,no,Indifferent,no,Straight / Heterosexual,165000,no,White,no,I am a developer by profession,yes,yes
16,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,12,no,no,no,Favorable,no,Straight / Heterosexual,185000,no,White,no,I am a developer by profession,yes,yes
40,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,yes,no,30,yes,no,no,Favorable,no,Straight / Heterosexual,180000,yes,White,yes,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,14,yes,no,no,Favorable,no,Straight / Heterosexual,275866,no,North American,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,3,yes,no,no,Very favorable,no,Straight / Heterosexual,100000,no,White,no,I am a developer by profession,yes,no
16,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,13,yes,no,no,Favorable,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,yes,no
19,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,14,no,no,no,Unfavorable,no,Straight / Heterosexual,300000,yes,White,no,I am a developer by profession,no,no
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,no,no,no,Indifferent,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,yes,yes
,Man,yes,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,no,no,no,21,no,no,no,Very unfavorable,no,Straight / Heterosexual,120000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
11,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,10,yes,no,no,Very unfavorable,no,Straight / Heterosexual,165000,no,White,yes,I am a developer by profession,yes,no
10,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,5,yes,no,no,Unfavorable,no,Straight / Heterosexual,130000,no,White,no,I am a developer by profession,no,no
19,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,no,no,8,yes,no,no,Unfavorable,no,Straight / Heterosexual,105000,no,White,yes,I am a developer by profession,yes,yes
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,7,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,yes,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,9,no,no,no,Very favorable,no,Straight / Heterosexual,151000,no,White,no,I am a developer by profession,yes,no
30,Man,no,Some college/university study without earning a degree,45-54 years old,no,yes,no,30,yes,no,no,Very unfavorable,no,Straight / Heterosexual,73000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,no,no,18,no,no,no,Indifferent,no,Straight / Heterosexual,250000,no,White,no,I am a developer by profession,yes,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,7,yes,no,no,Indifferent,no,Straight / Heterosexual,108000,no,White,no,I am a developer by profession,yes,yes
27,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,23,no,no,no,Indifferent,no,Straight / Heterosexual,125000,yes,White,no,I am a developer by profession,yes,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,5,yes,yes,no,Unfavorable,no,Straight / Heterosexual,100000,yes,White,yes,I am a developer by profession,yes,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,no,no,no,Indifferent,no,Straight / Heterosexual,115000,no,White,no,I am a developer by profession,yes,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,6,no,no,no,Indifferent,no,Straight / Heterosexual,170000,no,Asian,no,I am a developer by profession,yes,yes
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,yes,no,no,Unfavorable,no,Straight / Heterosexual,100000,no,White,no,I am a developer by profession,yes,yes
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,yes,no,0,no,no,yes,Very unfavorable,no,Straight / Heterosexual,90000,no,White,no,I am a developer by profession,yes,yes
35,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,27,yes,yes,no,Unfavorable,no,Straight / Heterosexual,112000,yes,White,no,I am a developer by profession,yes,yes
6,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,no,yes,no,2,yes,no,no,Indifferent,no,Straight / Heterosexual,125000,no,White,no,I am a developer by profession,no,no
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,6,no,no,no,Unfavorable,no,Straight / Heterosexual,83597,no,White,no,I am a developer by profession,no,yes
8,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,6,no,no,no,Favorable,no,Bisexual,120000,no,White,yes,I am a developer by profession,no,no
9,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,4,yes,no,no,Indifferent,no,Straight / Heterosexual,143000,no,White,no,I am a developer by profession,no,no
37,Man,no,Some college/university study without earning a degree,45-54 years old,no,yes,no,30,no,no,no,Very unfavorable,no,Straight / Heterosexual,85000,no,White,no,I am a developer by profession,yes,yes
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,no,no,no,Unfavorable,no,Straight / Heterosexual,86000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,6,no,no,no,Indifferent,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,yes,yes
42,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,no,yes,no,30,yes,yes,no,Indifferent,no,Straight / Heterosexual,325000,no,White,yes,I am a developer by profession,yes,yes
36,Man,no,Some college/university study without earning a degree,45-54 years old,no,no,no,14,yes,no,no,Favorable,no,Straight / Heterosexual,170000,yes,White,no,I am a developer by profession,yes,yes
4,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,2,yes,no,no,Indifferent,no,Straight / Heterosexual,125000,yes,Asian,no,I am a developer by profession,yes,no
12,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,8,yes,no,no,Unfavorable,no,Straight / Heterosexual,126000,yes,White,yes,I am a developer by profession,yes,yes
10,Man,no,Some college/university study without earning a degree,35-44 years old,no,yes,no,6,no,no,no,Very unfavorable,no,Straight / Heterosexual,117000,no,White,no,I am a developer by profession,yes,no
7,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,6,yes,no,no,Indifferent,no,Straight / Heterosexual,90000,no,White,no,I am a developer by profession,no,no
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,yes,yes,no,Indifferent,no,Straight / Heterosexual,140000,yes,White,yes,I am a developer by profession,yes,yes
35,Man,no,Some college/university study without earning a degree,45-54 years old,no,yes,no,30,yes,yes,yes,Indifferent,no,Straight / Heterosexual,170560,no,White,yes,I am a developer by profession,yes,no
8,Man,no,"Associate degree (A.A., A.S., etc.)",25-34 years old,no,yes,no,6,no,no,no,Very favorable,no,Straight / Heterosexual,85000,no,Hispanic or Latino/a,no,I am a developer by profession,yes,yes
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,13,yes,no,no,Indifferent,no,Straight / Heterosexual,170000,no,White,no,I am a developer by profession,yes,yes
31,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,no,no,no,24,yes,no,no,Indifferent,yes,Straight / Heterosexual,250000,no,White,no,I am a developer by profession,no,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,yes,3,yes,yes,no,Indifferent,no,Straight / Heterosexual,100000,yes,White,yes,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,4,yes,no,no,Indifferent,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,no,no
17,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,12,no,no,no,Favorable,no,Straight / Heterosexual,100000,no,Asian,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,yes,7,yes,no,no,Unfavorable,no,Straight / Heterosexual,141400,no,White,no,I am a developer by profession,yes,no
9,Man,no,Some college/university study without earning a degree,18-24 years old,no,yes,no,2,yes,no,no,Indifferent,no,Straight / Heterosexual,62000,no,Hispanic or Latino/a,no,I am a developer by profession,no,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,13,no,no,no,Unfavorable,no,Straight / Heterosexual,273504,yes,White,no,I am a developer by profession,no,no
17,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,11,no,no,no,Indifferent,no,Straight / Heterosexual,130000,yes,White,no,I am a developer by profession,yes,yes
25,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,no,yes,no,25,yes,no,no,Indifferent,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,no,yes
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,6,yes,no,no,Unfavorable,no,Straight / Heterosexual,266688,yes,White,no,I am a developer by profession,yes,no
5,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,no,no,3,yes,no,no,Indifferent,no,Straight / Heterosexual,135000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
28,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,yes,21,yes,no,no,Very favorable,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,yes,yes
21,Man,no,Some college/university study without earning a degree,35-44 years old,yes,yes,no,20,yes,no,no,Very unfavorable,no,Straight / Heterosexual,185000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,yes,no,12,yes,no,no,Unfavorable,no,Straight / Heterosexual,140000,no,White,no,I am a developer by profession,yes,yes
11,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,yes,no,no,8,yes,no,no,Very unfavorable,no,Straight / Heterosexual,197000,yes,White,no,I am a developer by profession,no,no
16,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,14,no,no,no,Unsure,no,Straight / Heterosexual,115000,no,White,no,I am a developer by profession,yes,no
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,yes,no,no,Very unfavorable,no,Straight / Heterosexual,170000,yes,White,no,I am a developer by profession,yes,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,3,no,no,no,Unfavorable,no,Straight / Heterosexual,75000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,15,no,no,no,Indifferent,no,Straight / Heterosexual,147000,no,White,no,I am a developer by profession,yes,yes
4,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,6,yes,no,no,Indifferent,no,Straight / Heterosexual,75000,no,Hispanic or Latino/a,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
37,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,24,yes,no,no,Very unfavorable,no,Straight / Heterosexual,285000,no,White,no,I am a developer by profession,no,no
40,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,yes,no,36,no,yes,no,Unfavorable,no,Gay or Lesbian,200000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,no,no,no,Indifferent,no,Straight / Heterosexual,245000,yes,Asian,no,I am a developer by profession,yes,yes
36,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,22,no,no,no,Unfavorable,no,Straight / Heterosexual,199999,no,White,no,I am a developer by profession,yes,yes
30,Man,no,Some college/university study without earning a degree,45-54 years old,no,yes,no,27,yes,no,no,Very unfavorable,yes,Straight / Heterosexual,300000,no,White,no,I am a developer by profession,yes,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,3,yes,no,no,Favorable,no,Straight / Heterosexual,72000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,11,yes,no,no,Very unfavorable,no,Straight / Heterosexual,165000,no,White,no,I am a developer by profession,yes,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,no,no,no,Very unfavorable,no,Gay or Lesbian,103700,yes,White,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,6,no,no,no,Unfavorable,no,Straight / Heterosexual,103000,yes,White,no,I am a developer by profession,yes,no
30,Man,no,Some college/university study without earning a degree,35-44 years old,yes,yes,no,9,yes,no,no,Favorable,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,yes,yes
